"Group","Device","Serial Number","IP Address","Asset Number","Location","Misc Supply Label","Level"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119465","10.16.33.129","5623#COK/N238684","","Transfer Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119465","10.16.33.129","5623#COK/N238684","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119338","10.16.41.102","5623#COK/N237329","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119468","10.16.41.96","5623#COK/N238686","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119468","10.16.41.96","5623#COK/N238686","","Yellow Imaging Unit","54%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119338","10.16.41.102","5623#COK/N237329","","Yellow Imaging Unit","85%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119465","10.16.33.129","5623#COK/N238684","","Yellow Imaging Unit","81%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3351","A92F021015011","10.16.134.8","5623#COK/N239992","Sandomierz","Toner (Black)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3351","A92F021015011","10.16.134.8","5623#COK/N239992","Sandomierz","Toner (Magenta)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3351","A92F021015011","10.16.134.8","5623#COK/N239992","Sandomierz","Toner (Yellow)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3351","A92F021015011","10.16.134.8","5623#COK/N239992","Sandomierz","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C368","A7PU027002660","10.16.33.173","5623#COK/N239997","Sekretariat - PP","Toner (Black)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C368","A7PU027002660","10.16.33.173","5623#COK/N239997","Sekretariat - PP","Toner (Yellow)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C368","A7PU027002660","10.16.33.173","5623#COK/N239997","Sekretariat - PP","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","PPL0016781 bizhub C368","A7PU027002667","10.16.33.195","5623#COK/N234943","BOK Pilkington Polska","Toner (Black)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","PPL0016781 bizhub C368","A7PU027002667","10.16.33.195","5623#COK/N234943","BOK Pilkington Polska","Waste Toner Box","Ok"
